topic_category,num_questions,num_correct,accuracy,precision,recall,f1
overall,213,189,0.8873239436619719,1.0,0.8873239436619719,0.9402985074626866
disorders,116,106,0.9137931034482759,1.0,0.9137931034482759,0.954954954954955
treatments,74,63,0.8513513513513513,1.0,0.8513513513513513,0.9197080291970803
symptoms,23,20,0.8695652173913043,1.0,0.8695652173913043,0.9302325581395349
