topic_category,num_questions,num_correct,accuracy,precision,recall,f1
overall,213,183,0.8591549295774648,1.0,0.8591549295774648,0.9242424242424242
disorders,116,99,0.853448275862069,1.0,0.853448275862069,0.9209302325581395
treatments,74,62,0.8378378378378378,1.0,0.8378378378378378,0.9117647058823529
symptoms,23,22,0.9565217391304348,1.0,0.9565217391304348,0.9777777777777777
