topic_category,num_questions,num_correct,accuracy,precision,recall,f1
overall,213,179,0.8403755868544601,1.0,0.8403755868544601,0.9132653061224489
disorders,116,97,0.8362068965517241,1.0,0.8362068965517241,0.9107981220657277
treatments,74,62,0.8378378378378378,1.0,0.8378378378378378,0.9117647058823529
symptoms,23,20,0.8695652173913043,1.0,0.8695652173913043,0.9302325581395349
