topic_category,num_questions,num_correct,accuracy,precision,recall,f1
overall,213,169,0.7934272300469484,1.0,0.7934272300469484,0.8848167539267016
disorders,116,90,0.7758620689655172,1.0,0.7758620689655172,0.8737864077669902
treatments,74,61,0.8243243243243243,1.0,0.8243243243243243,0.9037037037037037
symptoms,23,18,0.782608695652174,1.0,0.782608695652174,0.8780487804878049
