topic_category,num_questions,num_correct,accuracy,precision,recall,f1
overall,97,92,0.9484536082474226,1.0,0.9484536082474226,0.9735449735449735
diagnosis,50,48,0.96,1.0,0.96,0.9795918367346939
treatment,47,44,0.9361702127659575,1.0,0.9361702127659575,0.967032967032967
