topic_category,num_questions,num_correct,accuracy,precision,recall,f1
overall,213,170,0.7981220657276995,1.0,0.7981220657276995,0.8877284595300261
disorders,116,94,0.8103448275862069,1.0,0.8103448275862069,0.8952380952380953
treatments,74,56,0.7567567567567568,1.0,0.7567567567567568,0.8615384615384616
symptoms,23,20,0.8695652173913043,1.0,0.8695652173913043,0.9302325581395349
